"Time","Activity","HR","Speed_NR","Cadence"
"0:06:14","office_work",71,2.828156042,0
"0:06:15","office_work",71,2.809032536,0
"0:06:16","office_work",70,2.79259088,0
"0:06:17","office_work",69,2.778481859,0
"0:06:18","office_work",69,2.766380396,0
"0:06:19","office_work",68,2.755997596,0
"0:06:20","office_work",68,2.747085375,0
"0:06:21","office_work",67,2.739435004,0
"0:06:22","office_work",67,2.732871107,0
"0:06:23","office_work",67,2.727242172,0
"0:06:24","office_work",67,2.722407977,0
"0:06:25","office_work",67,2.718224091,0
"0:06:26","office_work",67,2.714524014,0
"0:06:27","office_work",67,2.711100524,0
"0:06:28","office_work",67,2.707688967,0
"0:06:29","office_work",68,2.703956007,0
"0:06:30","office_work",69,2.699497661,0
"0:06:31","office_work",69,2.693849769,0
"0:06:32","office_work",69,2.68651269,0
"0:06:33","office_work",70,2.676989729,0
"0:06:34","office_work",70,2.664836119,0
"0:06:35","office_work",71,2.649712777,0
"0:06:36","office_work",71,2.631437217,0
"0:06:37","office_work",72,2.610023621,0
"0:06:38","office_work",72,2.585705411,0
"0:06:39","office_work",72,2.558936366,0
"0:06:40","office_work",72,2.530369689,0
"0:06:41","office_work",72,2.500817527,0
"0:06:42","office_work",72,2.471195566,0
"0:06:43","office_work",72,2.442458416,0
"0:06:44","office_work",71,2.415531717,0
"0:06:45","office_work",71,2.391246744,0
"0:06:46","office_work",71,2.370282927,0
"0:06:47","office_work",70,2.353123286,0
"0:06:48","office_work",70,2.340026967,0
"0:06:49","office_work",70,2.331021869,0
"0:06:50","office_work",70,2.325918597,0
"0:06:51","office_work",70,2.324344805,0
"0:06:52","office_work",70,2.325796714,0
"0:06:53","office_work",69,2.329702323,0
"0:06:54","office_work",69,2.335489134,0
"0:06:55","office_work",69,2.342648145,0
"0:06:56","office_work",69,2.350786031,0
"0:06:57","office_work",69,2.359658806,0
"0:06:58","office_work",69,2.369182966,0
"0:06:59","office_work",69,2.379423497,0
"0:07:00","office_work",69,2.390561517,0
"0:07:01","office_work",69,2.402846846,0
"0:07:02","office_work",69,2.416542041,0
"0:07:03","office_work",69,2.431864601,0
"0:07:04","office_work",70,2.448933509,0
"0:07:05","office_work",70,2.467725609,0
"0:07:06","office_work",71,2.488046405,0
"0:07:07","office_work",72,2.509518765,0
"0:07:08","office_work",72,2.531591348,0
"0:07:09","office_work",73,2.553566681,0
"0:07:10","office_work",74,2.574646703,0
"0:07:11","office_work",75,2.593991811,0
"0:07:12","office_work",75,2.610787995,0
"0:07:13","office_work",77,2.6243156,0
"0:07:14","office_work",78,2.634012679,0
"0:07:15","office_work",78,2.639525902,0
"0:07:16","office_work",78,2.640742835,0
"0:07:17","office_work",77,2.637801326,0
"0:07:18","office_work",77,2.631074479,0
"0:07:19","office_work",77,2.621132898,0
"0:07:20","office_work",77,2.608688779,0
"0:07:21","office_work",76,2.594528556,0
"0:07:22","office_work",76,2.579441984,0
"0:07:23","office_work",76,2.564155766,0
"0:07:24","office_work",75,2.549279335,0
"0:07:25","office_work",75,2.535269051,0
"0:07:26","office_work",75,2.522414921,0
"0:07:27","office_work",75,2.510850856,0
"0:07:28","office_work",76,2.50058577,0
"0:07:29","office_work",75,2.491549137,0
"0:07:30","office_work",75,2.483641816,0
"0:07:31","office_work",75,2.476781861,0
"0:07:32","office_work",75,2.470936212,0
"0:07:33","office_work",75,2.466132458,0
"0:07:34","office_work",75,2.46244948,0
"0:07:35","office_work",75,2.459990596,0
"0:07:36","office_work",75,2.45884639,0
"0:07:37","office_work",74,2.459056098,0
"0:07:38","office_work",74,2.460575899,0
"0:07:39","office_work",73,2.463260303,0
"0:07:40","office_work",72,2.466859729,0
"0:07:41","office_work",72,2.471034191,0
"0:07:42","office_work",72,2.475380268,0
"0:07:43","office_work",72,2.47946663,0
"0:07:44","office_work",72,2.482872521,0
"0:07:45","office_work",73,2.485223706,0
"0:07:46","office_work",73,2.48622138,0
"0:07:47","office_work",72,2.48566105,0
"0:07:48","office_work",72,2.48344012,0
"0:07:49","office_work",72,2.479554435,0
"0:07:50","office_work",71,2.474085295,0
"0:07:51","office_work",71,2.467179365,0
"0:07:52","office_work",71,2.459024459,0
"0:07:53","office_work",71,2.449824457,0
"0:07:54","office_work",72,2.439776527,0
"0:07:55","office_work",72,2.429053344,0
"0:07:56","office_work",72,2.417792179,0
"0:07:57","office_work",73,2.406091605,0
"0:07:58","office_work",73,2.394015414,0
"0:07:59","office_work",73,2.381602387,0
"0:08:00","office_work",74,2.368879992,0
"0:08:01","office_work",74,2.355879983,0
"0:08:02","office_work",74,2.342654062,0
"0:08:03","office_work",74,2.329287969,0
"0:08:04","office_work",74,2.31591244,0
"0:08:05","office_work",75,2.302709333,0
"0:08:06","office_work",75,2.28991109,0
"0:08:07","office_work",75,2.277791888,0
"0:08:08","office_work",76,2.266649634,0
"0:08:09","office_work",76,2.256779445,0
"0:08:10","office_work",77,2.24844129,0
"0:08:11","office_work",78,2.24182626,0
"0:08:12","office_work",78,2.237026864,0
"0:08:13","office_work",78,2.234016094,0
"0:08:14","office_work",77,2.232637934,0
"0:08:15","office_work",77,2.23260918,0
"0:08:16","office_work",77,2.233530124,0
"0:08:17","office_work",77,2.234900893,0
"0:08:18","office_work",77,2.23614114,0
"0:08:19","office_work",77,2.236612748,0
"0:08:20","office_work",76,2.235646792,0
"0:08:21","office_work",76,2.232576205,0
"0:08:22","office_work",75,2.226774236,0
"0:08:23","office_work",75,2.217696422,0
"0:08:24","office_work",75,2.204921791,0
"0:08:25","office_work",75,2.188188144,0
"0:08:26","office_work",74,2.167416962,0
"0:08:27","office_work",74,2.142725145,0
"0:08:28","office_work",74,2.114422837,0
"0:08:29","office_work",73,2.082998145,0
"0:08:30","office_work",74,2.049090557,0
"0:08:31","office_work",74,2.013455428,0
"0:08:32","office_work",74,1.976922345,0
"0:08:33","office_work",74,1.940350623,0
"0:08:34","office_work",74,1.904585427,0
"0:08:35","office_work",73,1.870417861,0
"0:08:36","office_work",73,1.838551564,0
"0:08:37","office_work",73,1.80957711,0
"0:08:38","office_work",73,1.783954292,0
"0:08:39","office_work",73,1.762001599,0
"0:08:40","office_work",73,1.743892113,0
"0:08:41","office_work",74,1.729655496,0
"0:08:42","office_work",73,1.719186258,0
"0:08:43","office_work",73,1.712258715,0
"0:08:44","office_work",73,1.708548759,0
"0:08:45","office_work",73,1.707661793,0
"0:08:46","office_work",73,1.70916513,0
"0:08:47","office_work",73,1.712622071,0
"0:08:48","office_work",73,1.717624265,0
"0:08:49","office_work",73,1.723819083,0
"0:08:50","office_work",73,1.730929795,0
"0:08:51","office_work",73,1.738767916,0
"0:08:52","office_work",73,1.747238409,0
"0:08:53","office_work",73,1.756339045,0
"0:08:54","office_work",72,1.766154844,0
"0:08:55","office_work",73,1.776847814,0
"0:08:56","office_work",74,1.788641748,0
"0:08:57","office_work",75,1.8018021,0
"0:08:58","office_work",76,1.81661175,0
"0:08:59","office_work",77,1.833344398,0
"0:09:00","office_work",77,1.852237895,0
"0:09:01","office_work",77,1.873469914,0
"0:09:02","office_work",77,1.897138193,0
"0:09:03","office_work",77,1.923247151,0
"0:09:04","office_work",78,1.951702187,0
"0:09:05","office_work",78,1.982312167,0
"0:09:06","office_work",79,2.014799526,0
"0:09:07","office_work",78,2.048816067,0
"0:09:08","office_work",78,2.083961312,0
"0:09:09","office_work",77,2.119799615,0
"0:09:10","office_work",77,2.155872398,0
"0:09:11","office_work",76,2.191702973,0
"0:09:12","office_work",75,2.226793187,0
"0:09:13","office_work",74,2.260613189,0
"0:09:14","office_work",73,2.292587528,0
"0:09:15","office_work",72,2.322082196,0
"0:09:16","office_work",71,2.348397741,0
"0:09:17","office_work",70,2.370773089,0
"0:09:18","office_work",70,2.388403204,0
"0:09:19","office_work",70,2.400471369,0
"0:09:20","office_work",70,2.406194167,0
"0:09:21","office_work",69,2.404874596,0
"0:09:22","office_work",70,2.395956756,0
"0:09:23","office_work",70,2.379074652,0
"0:09:24","office_work",70,2.354088101,0
"0:09:25","office_work",70,2.321100636,0
"0:09:26","office_work",70,2.280457133,0
"0:09:27","office_work",70,2.232722031,0
"0:09:28","office_work",70,2.178641676,0
"0:09:29","office_work",70,2.1190959,0
"0:09:30","office_work",70,2.055044454,0
"0:09:31","office_work",70,1.987473584,0
"0:09:32","office_work",70,1.917347343,0
"0:09:33","office_work",71,1.845567391,0
"0:09:34","office_work",71,1.772944067,0
"0:09:35","office_work",71,1.700180308,0
"0:09:36","office_work",71,1.627868335,0
"0:09:37","office_work",71,1.556497238,0
"0:09:38","office_work",71,1.486468093,0
"0:09:39","office_work",71,1.418112489,0
"0:09:40","office_work",71,1.351710641,0
"0:09:41","office_work",70,1.287506201,0
"0:09:42","office_work",70,1.225716104,0
"0:09:43","office_work",70,1.166534901,0
"0:09:44","office_work",71,1.110133987,0
"0:09:45","office_work",71,1.056657012,0
"0:09:46","office_work",71,1.006213493,0
"0:09:47","office_work",71,0.958872866,0
"0:09:48","office_work",71,0.914660943,0
"0:09:49","office_work",71,0.87355988,0
"0:09:50","office_work",71,0.835511721,0
"0:09:51","office_work",71,0.800424779,0
"0:09:52","office_work",70,0.768181657,0
"0:09:53","office_work",70,0.738647695,0
"0:09:54","office_work",70,0.71167891,0
"0:09:55","office_work",70,0.687128822,0
"0:09:56","office_work",70,0.664853927,0
"0:09:57","office_work",70,0.644717809,0
"0:09:58","office_work",70,0.626594046,0
"0:09:59","office_work",70,0.610368107,0
"0:10:00","office_work",70,0.595938493,0
"0:10:01","office_work",70,0.583217292,0
"0:10:02","office_work",70,0.572130336,0
"0:10:03","office_work",70,0.562617053,0
"0:10:04","office_work",69,0.554630111,0
"0:10:05","office_work",69,0.548134864,0
"0:10:06","office_work",69,0.5431086,0
"0:10:07","office_work",69,0.539539527,0
"0:10:08","office_work",69,0.537425399,0
"0:10:09","office_work",69,0.536771629,0
"0:10:10","office_work",69,0.537588677,0
"0:10:11","office_work",69,0.539888467,0
"0:10:12","office_work",69,0.54367952,0
"0:10:13","office_work",70,0.548960508,0
"0:10:14","office_work",70,0.555711972,0
"0:10:15","office_work",70,0.563886118,0
"0:10:16","office_work",70,0.573394917,0
"0:10:17","office_work",69,0.58409725,0
"0:10:18","office_work",69,0.595786534,0
"0:10:19","office_work",69,0.608181041,0
"0:10:20","office_work",69,0.620919834,0
"0:10:21","office_work",68,0.63356743,0
"0:10:22","office_work",69,0.645629829,0
"0:10:23","office_work",69,0.656583022,0
"0:10:24","office_work",69,0.665912727,0
"0:10:25","office_work",70,0.673161344,0
"0:10:26","office_work",70,0.677975648,0
"0:10:27","office_work",70,0.68014749,0
"0:10:28","office_work",70,0.679640204,0
"0:10:29","office_work",70,0.676595692,0
"0:10:30","office_work",71,0.67132074,0
"0:10:31","office_work",71,0.6642551,0
"0:10:32","office_work",71,0.65592709,0
"0:10:33","office_work",71,0.646904166,0
"0:10:34","office_work",72,0.63774574,0
"0:10:35","office_work",72,0.628963854,0
"0:10:36","office_work",72,0.620994669,0
"0:10:37","office_work",72,0.614181191,0
"0:10:38","office_work",73,0.608765661,0
"0:10:39","office_work",73,0.604889098,0
"0:10:40","office_work",73,0.602595547,0
"0:10:41","office_work",72,0.601839323,0
"0:10:42","office_work",72,0.602494532,0
"0:10:43","office_work",72,0.604367006,0
"0:10:44","office_work",72,0.607209044,0
"0:10:45","office_work",72,0.61073709,0
"0:10:46","office_work",73,0.614651555,0
"0:10:47","office_work",73,0.618656957,0
"0:10:48","office_work",73,0.62247977,0
"0:10:49","office_work",73,0.625881269,0
"0:10:50","office_work",73,0.628663641,0
"0:10:51","office_work",72,0.63066932,0
"0:10:52","office_work",72,0.631775552,0
"0:10:53","office_work",71,0.63188755,0
"0:10:54","office_work",70,0.630933631,0
"0:10:55","office_work",70,0.628864345,0
"0:10:56","office_work",69,0.62565528,0
"0:10:57","office_work",69,0.621311251,0
"0:10:58","office_work",69,0.615868756,0
"0:10:59","office_work",69,0.60939424,0
"0:11:00","office_work",69,0.601977602,0
"0:11:01","office_work",69,0.593722474,0
